Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000215481	22	21303433	21311151
ENSG00000198804	MT	5905	7446
ENSG00000220891	22	21231750	21239007
ENSG00000206215	c6_COX	33244974	33249199
ENSG00000110651	11	2355123	2375225
ENSG00000206364	c6_QBL	32046677	32053111
ENSG00000172009	19	2736506	2764588
ENSG00000212758	4	8940734	8942327
ENSG00000206216	c6_COX	33241123	33243308
ENSG00000133119	13	33290206	33309642
ENSG00000146576	7	6596440	6614880
ENSG00000163520	3	13565625	13654922
ENSG00000157306	14	23095071	23098623
ENSG00000137880	15	38843558	38847198
ENSG00000206372	c6_QBL	32028518	32046699
ENSG00000124786	6	8358306	8380624
ENSG00000212759	4	8935988	8937581
ENSG00000206366	c6_QBL	32000632	32003019
ENSG00000206217	c6_COX	33237307	33240920
ENSG00000103024	16	1760323	1761711
ENSG00000134762	18	26824050	26876779
ENSG00000206218	c6_COX	33230071	33237169
ENSG00000206083	14	23069458	23074374
ENSG00000107165	9	12683435	12700290
ENSG00000136367	14	23059939	23065825
ENSG00000129219	17	4657378	4673694
ENSG00000125779	20	3817486	3852502
ENSG00000181544	X	14771450	14801105
ENSG00000152620	5	36228451	36278015
ENSG00000112112	c6_COX	33199165	33228982
ENSG00000212829	9	9080876	9081312
ENSG00000182326	12	6966612	7048597
ENSG00000115750	2	9890887	9991994
ENSG00000176855	1	181194832	181196120
ENSG00000142507	17	4646415	4648744
ENSG00000159200	21	34810652	34909303
ENSG00000124802	6	8024638	8047780
ENSG00000064201	11	2279819	2296006
ENSG00000182327	17	4638994	4640425
ENSG00000088888	20	3775484	3795973
ENSG00000134470	10	6031259	6060156
ENSG00000104969	19	2705712	2734354
ENSG00000170558	18	23784934	24011189
ENSG00000137824	15	38815378	38834750
ENSG00000141873	19	2683525	2691074
ENSG00000136247	7	6583590	6595530
ENSG00000156011	8	18429093	18915476
ENSG00000109625	4	8645287	8672388
ENSG00000110665	11	2273446	2279868
ENSG00000176490	19	2665566	2672369
ENSG00000222018	21	34694485	34695240
ENSG00000206376	c6_QBL	31980784	31998723
ENSG00000180509	21	34740858	34806443
ENSG00000133121	13	32575307	32757892
ENSG00000182853	17	4635321	4636471
ENSG00000185686	22	21220124	21231696
ENSG00000129460	14	22994554	23017242
ENSG00000105694	19	2489108	2489786
ENSG00000155269	4	8633191	8640418
ENSG00000214571	19	2475374	2475941
ENSG00000134308	2	9641552	9688557
ENSG00000101958	X	14457565	14659852
ENSG00000125843	20	3749178	3753954
ENSG00000138834	16	1696195	1760319
ENSG00000111684	12	6955608	6996103
ENSG00000188428	6	7826753	8009646
ENSG00000169548	22	21198063	21204613
ENSG00000163517	3	13496782	13521834
ENSG00000183734	11	2246305	2248758
ENSG00000205959	4	8559455	8565237
ENSG00000154080	18	22749628	23019279
ENSG00000145604	5	36187946	36219902
ENSG00000215045	7	6503930	6557577
ENSG00000117298	1	21417664	21544584
ENSG00000126749	12	6950348	6955232
ENSG00000142484	17	4621936	4633253
ENSG00000213611	19	2465451	2506186
ENSG00000141497	17	4590557	4596154
ENSG00000205670	21	34669619	34696945
ENSG00000206378	c6_QBL	31964216	31980026
ENSG00000133116	13	32488571	32538279
ENSG00000212760	4	8530206	8534090
ENSG00000198477	22	21168767	21193505
ENSG00000184494	c6_QBL	31960076	31963930
ENSG00000198312	22	20991471	20993088
ENSG00000151694	2	9546864	9613368
ENSG00000051180	15	38774651	38811648
ENSG00000164187	5	36139171	36187772
ENSG00000176533	19	2462218	2653746
ENSG00000155275	4	8493450	8529181
ENSG00000169575	22	20929192	20929926
ENSG00000159197	21	34658193	34665307
ENSG00000153162	6	7672010	7826960
ENSG00000206053	16	1668279	1692073
ENSG00000206380	c6_QBL	31935500	31940652
ENSG00000182502	22	20799236	20802374
ENSG00000134330	2	9532116	9546201
ENSG00000136240	7	6467238	6490374
ENSG00000168671	5	36070881	36102741
ENSG00000161921	17	4583577	4589972
ENSG00000099860	19	2427135	2429257
ENSG00000083642	13	32058564	32250157
ENSG00000215021	12	6945109	6950152
ENSG00000212866	c6_QBL	31928619	31931143
ENSG00000132182	3	13332737	13436809
ENSG00000171885	18	22686008	22699714
ENSG00000161920	17	4581457	4583637
ENSG00000206383	c6_QBL	31910500	31915945
ENSG00000215328	c6_QBL	31916344	31918826
ENSG00000197549	22	20675497	20728332
ENSG00000046647	X	13934766	13967880
ENSG00000216769	c6_COX	29911923	29912719
ENSG00000198743	21	34367740	34400431
ENSG00000087008	4	8418911	8493352
ENSG00000170801	4	8322392	8359738
ENSG00000137812	15	38673510	38742173
ENSG00000172850	c6_QBL	31898274	31907854
ENSG00000134452	10	5972200	6019562
ENSG00000145626	5	35988967	36027256
ENSG00000119203	2	9481244	9530678
ENSG00000134504	18	22288872	22463204
ENSG00000144711	3	12914374	12983960
ENSG00000168566	6	7535431	7557199
ENSG00000176619	19	2379165	2407958
ENSG00000092054	14	22946378	22974710
ENSG00000139617	13	31891545	32010936
ENSG00000007545	16	1602339	1667910
ENSG00000180176	11	2131627	2149611
ENSG00000166133	15	38648829	38653953
ENSG00000206394	c6_QBL	31831444	31840634
ENSG00000164535	7	6415288	6454110
ENSG00000101224	20	3724401	3734757
ENSG00000125817	20	3712498	3715337
ENSG00000206224	c6_COX	33112799	33123963
ENSG00000206061	16	1600164	1602810
ENSG00000099800	19	2376630	2378875
ENSG00000214955	21	34367687	34437198
ENSG00000111679	12	6926001	6940740
ENSG00000152611	5	35940157	35974638
ENSG00000131634	16	1523659	1545578
ENSG00000046653	X	13698983	13866758
ENSG00000141384	18	22060407	22225640
ENSG00000205673	21	34243100	34258130
ENSG00000206225	c6_COX	33101396	33110449
ENSG00000128891	15	38632592	38644544
ENSG00000111678	12	6923464	6925425
ENSG00000125089	4	8251960	8293725
ENSG00000206226	c6_COX	33041322	33046756
ENSG00000100038	22	20641397	20667213
ENSG00000119185	2	9461055	9481094
ENSG00000096696	6	7486869	7531945
ENSG00000206395	c6_QBL	31827901	31831480
ENSG00000134461	10	5943697	5971807
ENSG00000075151	1	21005559	21375927
ENSG00000197616	14	22920889	22946665
ENSG00000141480	17	4560533	4571544
ENSG00000169105	15	38550505	38552643
ENSG00000101222	20	3706152	3710102
ENSG00000206396	c6_QBL	31824236	31827573
ENSG00000178297	19	2340784	2377086
ENSG00000188985	18	22004401	22005273
ENSG00000144713	3	12851445	12858081
ENSG00000153707	9	8304246	9008735
ENSG00000168685	5	35892748	35912678
ENSG00000159186	21	34197628	34210028
ENSG00000112526	c6_COX	33005845	33018696
ENSG00000206401	c6_QBL	31813213	31814684
ENSG00000187535	16	1500429	1600859
ENSG00000206398	c6_QBL	31819514	31822711
ENSG00000100034	22	20603793	20637217
ENSG00000206229	c6_COX	32985786	32990298
ENSG00000140320	15	38520703	38547718
ENSG00000129965	11	2124432	2139027
ENSG00000206402	c6_QBL	31807754	31818784
ENSG00000151693	2	9264345	9463257
ENSG00000144712	3	12813171	12851301
ENSG00000139597	13	31872861	31900315
ENSG00000141456	17	4521429	4554381
ENSG00000137038	9	7786490	7789799
ENSG00000124784	6	7335061	7363269
ENSG00000206404	c6_QBL	31777560	31781254
ENSG00000206230	c6_COX	32971800	32978211
ENSG00000099869	11	2118313	2126470
ENSG00000206403	c6_QBL	31787832	31804300
ENSG00000128928	15	38484978	38498355
ENSG00000166091	14	22915857	22918820
ENSG00000154611	18	21967814	22027317
ENSG00000088726	3	12750415	12775808
ENSG00000143797	2	8914152	9061327
ENSG00000005206	19	2279629	2306099
ENSG00000100726	16	1483365	1500454
ENSG00000111676	12	6903887	6921743
ENSG00000217193	1	198449279	198450266
ENSG00000130332	19	2272522	2279710
ENSG00000136238	7	6380651	6410123
ENSG00000206232	c6_COX	32881311	32916762
ENSG00000167957	16	1475941	1478469
ENSG00000166090	14	22911858	22915445
ENSG00000101220	20	3682155	3704386
ENSG00000164304	6	7271886	7334941
ENSG00000178397	7	6335568	6355115
ENSG00000220008	19	2240774	2259156
ENSG00000134313	2	8786511	8895181
ENSG00000161905	17	4480970	4491709
ENSG00000100030	22	20443946	20551970
ENSG00000046651	X	13662785	13697393
ENSG00000152582	5	35653746	35850469
ENSG00000111674	12	6893875	6903120
ENSG00000188305	19	2225631	2233175
ENSG00000206406	c6_QBL	31766112	31774422
ENSG00000127483	1	20941758	20985768
ENSG00000139618	13	31787617	31871809
ENSG00000100842	14	22895454	22904682
ENSG00000206233	c6_COX	32882384	32891153
ENSG00000104904	19	2220520	2224487
ENSG00000128944	15	38462329	38473598
ENSG00000163995	4	8018929	8211381
ENSG00000100027	22	20381828	20420071
ENSG00000132155	3	12600108	12680678
ENSG00000188176	17	4434043	4458363
ENSG00000115738	2	8736426	8742034
ENSG00000057608	10	5847192	5924101
ENSG00000167476	19	2203252	2206346
ENSG00000107077	9	6747654	7165647
ENSG00000140323	15	38437723	38450548
ENSG00000141380	18	21850217	21924609
ENSG00000189167	13	31775837	31784062
ENSG00000008256	7	6167939	6278800
ENSG00000132622	20	3661356	3681758
ENSG00000189410	1	20918812	20931720
ENSG00000151692	2	6974974	7101761
ENSG00000104899	19	2200113	2203072
ENSG00000124783	6	7232803	7258439
ENSG00000206234	c6_COX	32877891	32881878
ENSG00000196459	X	13640282	13662648
ENSG00000167741	17	4406978	4410625
ENSG00000206408	c6_QBL	31762099	31767159
ENSG00000075975	3	12573594	12600205
ENSG00000010626	12	6884213	6893666
ENSG00000206235	c6_COX	32859010	32875955
ENSG00000103249	16	1435346	1465013
ENSG00000117245	1	20863094	20917097
ENSG00000203623	c6_QBL	31759168	31761642
ENSG00000184965	1	199966395	199966719
ENSG00000188549	15	38410946	38420460
ENSG00000111671	12	6850365	6852713
ENSG00000196526	4	7811341	7992553
ENSG00000104897	19	2187816	2199677
ENSG00000167244	11	2106918	2127409
ENSG00000198795	18	20895889	21186114
ENSG00000168399	c6_COX	32849940	32854225
ENSG00000134321	2	6935247	6955814
ENSG00000206409	c6_QBL	31753287	31759080
ENSG00000092096	14	22885352	22891961
ENSG00000123595	X	13617262	13637681
ENSG00000178445	9	6522469	6635692
ENSG00000167955	16	1422503	1423399
ENSG00000088827	20	3615619	3635775
ENSG00000197599	16	1424387	1434558
ENSG00000106346	7	6111076	6167717
ENSG00000178597	4	7484889	7486884
ENSG00000132382	17	4388941	4405430
ENSG00000176896	X	13581146	13593449
ENSG00000157999	7	6037533	6042543
ENSG00000134326	2	6905904	6923387
ENSG00000215008	c6_COX	32794647	32802103
ENSG00000174109	16	1409945	1419346
ENSG00000104886	19	2184155	2187319
ENSG00000108021	10	5766807	5846949
ENSG00000134489	18	20294591	20313918
ENSG00000205837	2	6786783	6797273
ENSG00000130600	11	1972984	1975648
ENSG00000206236	c6_COX	32779890	32785965
ENSG00000183018	17	4348882	4389078
ENSG00000212983	2	6029435	6030032
ENSG00000100836	14	22859337	22865202
ENSG00000117242	1	20850847	20860624
ENSG00000205751	11	1953072	1956250
ENSG00000113494	5	35084621	35266334
ENSG00000100023	22	20350273	20382565
ENSG00000128228	22	20326542	20328588
ENSG00000129473	14	22845852	22850806
ENSG00000147854	9	6403151	6497051
ENSG00000176887	2	5750250	5758967
ENSG00000154743	3	12500942	12549811
ENSG00000184985	4	7245275	7795463
ENSG00000214866	2	3778044	3794876
ENSG00000100829	14	22834970	22841897
ENSG00000111669	12	6846544	6850373
ENSG00000104885	19	2115148	2181007
ENSG00000196372	10	5714923	5748532
ENSG00000154059	18	20260680	20287490
ENSG00000161180	22	20317086	20321615
ENSG00000124782	6	7052829	7197212
ENSG00000158828	1	20832535	20850590
ENSG00000198759	X	13497645	13561614
ENSG00000214026	11	1918436	1962328
ENSG00000182557	17	4283968	4338247
ENSG00000215271	14	22812684	22825149
ENSG00000170777	9	6318375	6321900
ENSG00000178363	10	5556924	5558225
ENSG00000109519	4	7112683	7120701
ENSG00000137841	15	38367392	38387466
ENSG00000123594	X	13246276	13247992
ENSG00000113492	5	35033965	35083780
ENSG00000086232	7	6029986	6065314
ENSG00000205410	6	7052562	7053218
ENSG00000206237	c6_COX	32697517	32704934
ENSG00000073910	13	31503437	31768776
ENSG00000151360	2	3683660	3728136
ENSG00000215277	14	22724365	22812526
ENSG00000205488	10	5546207	5555140
ENSG00000059145	16	1353207	1404701
ENSG00000161179	22	20312381	20314340
ENSG00000096155	c6_QBL	31739893	31753576
ENSG00000178372	10	5530660	5531518
ENSG00000111667	12	6831575	6846054
ENSG00000158825	1	20788031	20817985
ENSG00000112799	6	6533340	6600215
ENSG00000187268	X	12963658	12972721
ENSG00000173011	4	7096057	7110580
ENSG00000183114	1	20751519	20754087
ENSG00000137843	15	38319361	38356979
ENSG00000173013	4	7093477	7095567
ENSG00000137033	9	6231678	6247982
ENSG00000206427	c6_QBL	31721594	31738641
ENSG00000090432	1	20698530	20707241
ENSG00000137040	9	6001043	6005618
ENSG00000090581	16	1341933	1353352
ENSG00000106305	7	6015408	6029990
ENSG00000176753	15	38330160	38332402
ENSG00000162545	1	20681472	20685315
ENSG00000149451	20	3596617	3610893
ENSG00000111665	12	6828262	6830686
ENSG00000132388	17	4119261	4216718
ENSG00000168724	5	34965455	34994825
ENSG00000007520	16	1339244	1341876
ENSG00000132405	4	6962473	7085742
ENSG00000133105	13	31211674	31275009
ENSG00000206428	c6_QBL	31716058	31717895
ENSG00000113460	5	34951577	34961542
ENSG00000183354	9	5909008	5998003
ENSG00000158816	1	20490017	20553343
ENSG00000206430	c6_QBL	31689770	31693858
ENSG00000156006	8	18293035	18303003
ENSG00000118004	2	3620420	3669911
ENSG00000124491	6	6089310	6265923
ENSG00000173848	10	5444518	5490401
ENSG00000170871	4	6835360	6936798
ENSG00000111664	12	6819636	6826818
ENSG00000125861	20	3587939	3592046
ENSG00000162543	1	20385168	20395126
ENSG00000120215	9	5880908	5899822
ENSG00000205542	X	12903150	12905267
ENSG00000187676	13	30672112	30804409
ENSG00000178462	10	5425062	5436795
ENSG00000205418	6	5774204	5792478
ENSG00000124785	6	5943234	5952632
ENSG00000186222	4	6768743	6770288
ENSG00000187980	1	20363071	20374274
ENSG00000065000	19	2051993	2102556
ENSG00000130595	11	1897445	1916514
ENSG00000156970	15	38240530	38300627
ENSG00000185722	17	4013414	4114023
ENSG00000141447	18	19996011	20231788
ENSG00000185651	22	20252023	20306575
ENSG00000092068	14	22664346	22722689
ENSG00000113456	5	34938268	34954139
ENSG00000178473	10	5396976	5406169
ENSG00000007516	16	1323655	1339441
ENSG00000184682	11	1866951	1868660
ENSG00000206433	c6_QBL	31686997	31689784
ENSG00000158786	1	20338406	20349466
ENSG00000183246	22	20229646	20235120
ENSG00000167740	17	3993299	4007738
ENSG00000122512	7	5979396	6015263
ENSG00000178988	4	6760338	6762505
ENSG00000101916	X	12834679	12851209
ENSG00000171863	2	3600728	3606384
ENSG00000099219	9	5774571	5823081
ENSG00000205838	5	34875026	34916530
ENSG00000205726	21	33936576	34184448
ENSG00000110811	12	6807833	6819279
ENSG00000132170	3	12304070	12450855
ENSG00000163993	4	6746467	6749798
ENSG00000206437	c6_QBL	31681431	31683298
ENSG00000117215	1	20311065	20318595
ENSG00000092067	14	22656387	22658665
ENSG00000213041	1	203437939	203438494
ENSG00000196664	X	12795123	12818401
ENSG00000206439	c6_QBL	31676438	31679209
ENSG00000179933	14	22634628	22639500
ENSG00000198610	10	5227426	5250912
ENSG00000170846	4	6726072	6728674
ENSG00000171865	2	3570568	3583815
ENSG00000104081	15	38167386	38188367
ENSG00000074755	17	3854489	3993002
ENSG00000206058	15	38118804	38146783
ENSG00000120694	13	30608765	30634117
ENSG00000221479	12	96409818	96409887
ENSG00000145982	6	5206583	5716815
ENSG00000099840	19	2035101	2050583
ENSG00000107036	9	5619120	5766555
ENSG00000179010	4	6692719	6695357
ENSG00000088812	20	3399676	3579760
ENSG00000127472	1	20227259	20290978
ENSG00000221847	12	6801224	6806844
ENSG00000196326	10	5186335	5217144
ENSG00000206239	c6_COX	32680621	32686843
ENSG00000157150	3	12169578	12175851
ENSG00000039560	5	34692275	34868473
ENSG00000155026	7	5932303	5976840
ENSG00000183506	22	20157287	20201780
ENSG00000175664	13	30404834	30447151
ENSG00000173503	c6_QBL	31672923	31675195
ENSG00000172081	19	2022037	2047304
ENSG00000100813	14	22597616	22634663
ENSG00000101911	X	12719414	12752264
ENSG00000214113	6	5053653	5206167
ENSG00000171428	8	18111895	18125096
ENSG00000182404	6	5048887	5054467
ENSG00000206440	c6_QBL	31647774	31659725
ENSG00000140319	15	38115535	38118657
ENSG00000154040	18	19972940	19995562
ENSG00000206445	c6_QBL	31645370	31647541
ENSG00000205758	21	33883520	33936094
ENSG00000169933	X	12066506	12652563
ENSG00000206140	22	20153437	20155558
ENSG00000182551	2	3480698	3502306
ENSG00000013288	4	6627803	6675089
ENSG00000102802	13	30378328	30397678
ENSG00000215156	5	34225895	34228810
ENSG00000088854	20	3177948	3336255
ENSG00000215503	18	19963675	19969606
ENSG00000215159	5	34210910	34232139
ENSG00000122674	7	5904867	5932127
ENSG00000215504	18	19950786	19968058
ENSG00000215158	5	34214831	34254205
ENSG00000139880	14	22586119	22596570
ENSG00000168234	18	19826735	19966989
ENSG00000132965	13	30207669	30236556
ENSG00000196139	10	5126583	5139878
ENSG00000157152	3	12020862	12208532
ENSG00000130592	11	1830776	1870069
ENSG00000010610	12	6768912	6800237
ENSG00000169635	22	20101693	20135752
ENSG00000099875	19	1988481	2002243
ENSG00000124787	6	4940280	4949270
ENSG00000176309	18	19848382	19854249
ENSG00000122543	7	5886955	5892519
ENSG00000196934	22	20068293	20073767
ENSG00000144559	3	11806920	11863355
ENSG00000188257	1	20174516	20179496
ENSG00000132952	13	30089920	30131686
ENSG00000197646	9	5500579	5565421
ENSG00000222028	14	22581275	22582177
ENSG00000188784	1	20119387	20122697
ENSG00000159147	21	33869653	33882884
ENSG00000215059	7	5658570	5697435
ENSG00000206142	22	19995901	20007469
ENSG00000089692	12	6751931	6757880
ENSG00000169892	22	19993055	19993732
ENSG00000103275	16	1299181	1315391
ENSG00000074211	4	6373214	6525227
ENSG00000128829	15	38013639	38115089
ENSG00000171853	2	3362453	3467864
ENSG00000088836	20	3156063	3166812
ENSG00000215425	c6_QBL	31631133	31647486
ENSG00000130598	11	1816795	1819484
ENSG00000206088	16	1295572	1299415
ENSG00000196364	16	1247044	1266749
ENSG00000166073	15	37880223	38000385
ENSG00000133243	19	1936447	1966702
ENSG00000178828	1	20013109	20014358
ENSG00000169914	1	20081475	20112016
ENSG00000159335	12	6745802	6750379
ENSG00000100804	14	22564900	22573949
ENSG00000005302	X	11686199	11703791
ENSG00000150667	15	37679524	37862331
ENSG00000169662	22	19972519	19976715
ENSG00000125877	20	3138056	3152516
ENSG00000120217	9	5440559	5471569
ENSG00000109501	4	6322478	6355893
ENSG00000144560	3	11572544	11737205
ENSG00000206447	c6_QBL	31629876	31631145
ENSG00000149043	11	1809259	1815327
ENSG00000214874	2	1798961	1825686
ENSG00000032389	2	3171703	3360617
ENSG00000133275	19	1892188	1931455
ENSG00000107020	9	5347973	5427878
ENSG00000206449	c6_QBL	31599002	31612054
ENSG00000107018	9	5324969	5329873
ENSG00000095917	16	1246061	1248610
ENSG00000011275	7	5626204	5787818
ENSG00000158748	1	19864367	19878642
ENSG00000153046	6	4651392	4900774
ENSG00000180846	19	1903526	1905548
ENSG00000162542	1	19881320	19998997
ENSG00000100802	14	22525951	22549186
ENSG00000082196	5	34023069	34160396
ENSG00000125363	X	11221454	11228794
ENSG00000198171	20	3119021	3133331
ENSG00000133475	22	19892261	19911926
ENSG00000107014	9	5289868	5294580
ENSG00000205444	6	4555845	4557151
ENSG00000104763	8	17958214	17986787
ENSG00000089693	12	6727431	6732530
ENSG00000217261	22	19809949	19812352
ENSG00000221160	22	39818463	39818516
ENSG00000189403	13	29930877	30089734
ENSG00000120211	9	5221443	5225304
ENSG00000152969	4	6078827	6253219
ENSG00000167475	19	1856373	1877009
ENSG00000197548	3	11289083	11571556
ENSG00000181215	4	5950219	6042275
ENSG00000137801	15	37660572	37681845
ENSG00000088899	20	3091263	3102192
ENSG00000169668	22	19787305	19806073
ENSG00000120210	9	5153793	5175627
ENSG00000186487	2	1771894	2314052
ENSG00000222013	19	1856373	1877012
